date,origin,destination,total_trips
2020-08-30,76111,76001,112
2020-08-30,76111,76520,16
2020-08-30,76111,76834,137
2020-08-30,76147,66001,775
2020-08-30,76520,76001,2281
2020-08-30,76520,76111,12
2020-08-30,76520,76892,135
2020-08-30,76834,76001,98
2020-08-30,76834,76111,148
2020-08-30,76892,76001,2365
2020-08-30,76892,76111,17
2020-08-30,76892,76520,194
2020-08-30,85001,15759,28
2020-08-31,5001,5088,7662
2020-08-31,5001,5129,1074
2020-08-31,5001,5360,15768
2020-08-31,5045,5837,133
2020-08-31,5088,5001,10297
2020-08-31,5088,5129,154
2020-08-31,5088,5360,2103
2020-08-31,5129,5001,1249
2020-08-31,5129,5088,129
2020-08-31,5129,5360,1594
2020-08-31,5360,5001,16029
2020-08-31,5360,5088,1352
2020-08-31,5360,5129,1241
2020-08-31,5837,5045,240
2020-08-31,8001,8078,102
2020-08-31,8001,8296,143
2020-08-31,8001,8433,3665
2020-08-31,8001,8573,355
2020-08-31,8001,8638,61
2020-08-31,8001,47001,15
2020-08-31,8078,8001,164
2020-08-31,8078,8296,10
2020-08-31,8296,8001,232
2020-08-31,8296,8433,108
2020-08-31,8433,8001,4887
2020-08-31,8433,8296,94
2020-08-31,8433,8573,68
2020-08-31,8573,8001,449
2020-08-31,8573,8433,46
2020-08-31,8638,8001,136
2020-08-31,8638,8078,11
2020-08-31,11001,15759,10
2020-08-31,11001,25175,2258
2020-08-31,11001,25290,173
2020-08-31,11001,25473,4425
2020-08-31,11001,25754,31191
2020-08-31,11001,50001,63
2020-08-31,11001,73001,49
2020-08-31,15001,11001,64
2020-08-31,15001,15759,42
2020-08-31,15238,15001,28
2020-08-31,15238,15759,85
2020-08-31,15759,15001,68
2020-08-31,15759,15238,54
2020-08-31,15759,85001,46
2020-08-31,17001,66001,158
2020-08-31,19001,52001,11
2020-08-31,19001,76001,140
2020-08-31,23001,23162,212
2020-08-31,23001,23417,12
2020-08-31,23162,23001,357
2020-08-31,23417,23001,50
2020-08-31,23660,23001,12
2020-08-31,23660,70001,14
2020-08-31,25175,11001,2490
2020-08-31,25175,25473,99
2020-08-31,25175,25754,77
2020-08-31,25175,25899,31
2020-08-31,25290,11001,450
2020-08-31,25290,25754,106
2020-08-31,25473,11001,4929
2020-08-31,25473,25175,103
2020-08-31,25473,25754,308
2020-08-31,25754,11001,46715
2020-08-31,25754,25175,135
2020-08-31,25754,25290,72
2020-08-31,25754,25473,701
2020-08-31,25754,50001,13
2020-08-31,25899,25175,43
2020-08-31,41001,11001,41
2020-08-31,41001,18001,15
2020-08-31,41001,41551,13
2020-08-31,41551,41001,35
2020-08-31,47001,47189,220
2020-08-31,47189,47001,246
2020-08-31,50001,11001,45
2020-08-31,52001,52356,41
2020-08-31,52356,52001,71
2020-08-31,54001,54874,2020
2020-08-31,54874,54001,1465
2020-08-31,63001,66001,138
2020-08-31,63001,76001,16
2020-08-31,66001,17001,155
2020-08-31,66001,63001,122
2020-08-31,66001,76001,11
2020-08-31,66001,76147,718
2020-08-31,68001,68081,24
2020-08-31,68001,68276,1965
2020-08-31,68001,68307,2534
2020-08-31,68001,68547,360
2020-08-31,68081,68276,13
2020-08-31,68276,68001,3720
2020-08-31,68276,68081,19
2020-08-31,68276,68307,3323
2020-08-31,68276,68547,895
2020-08-31,68307,68001,3748
2020-08-31,68307,68081,13
2020-08-31,68307,68276,2705
2020-08-31,68307,68547,447
2020-08-31,68547,68001,840
2020-08-31,68547,68276,1293
2020-08-31,68547,68307,804
2020-08-31,70001,23001,12
2020-08-31,73001,11001,165
2020-08-31,73001,41001,12
2020-08-31,73001,73268,144
2020-08-31,73268,73001,99
2020-08-31,76001,19001,108
2020-08-31,76001,66001,11
2020-08-31,76001,76109,147
2020-08-31,76001,76111,136
2020-08-31,76001,76520,2212
2020-08-31,76001,76834,81
2020-08-31,76001,76892,2406
2020-08-31,76109,76001,137
2020-08-31,76111,76001,177
2020-08-31,76111,76834,136
2020-08-31,76111,76892,19
2020-08-31,76147,66001,929
2020-08-31,76520,76001,3100
2020-08-31,76520,76111,16
2020-08-31,76520,76892,189
2020-08-31,76834,76001,227
2020-08-31,76834,76111,163
2020-08-31,76892,76001,1986
2020-08-31,76892,76520,112
2020-08-31,85001,15759,11
2020-09-01,5001,5088,12005
2020-09-01,5001,5129,1740
2020-09-01,5001,5360,23748
2020-09-01,5001,11001,10
2020-09-01,5045,5837,324
2020-09-01,5088,5001,12002
2020-09-01,5088,5129,177
2020-09-01,5088,5360,2256
2020-09-01,5129,5001,1753
2020-09-01,5129,5088,184
2020-09-01,5129,5360,1889
2020-09-01,5360,5001,23635
2020-09-01,5360,5088,2282
2020-09-01,5360,5129,2012
2020-09-01,5837,5045,338
2020-09-01,8001,8078,156
2020-09-01,8001,8296,285
2020-09-01,8001,8433,5318
2020-09-01,8001,8573,514
2020-09-01,8001,8638,123
2020-09-01,8001,13001,11
2020-09-01,8001,47001,62
2020-09-01,8078,8001,175
2020-09-01,8078,8296,14
2020-09-01,8078,8638,33
2020-09-01,8296,8001,259
2020-09-01,8296,8078,15
2020-09-01,8296,8433,117
2020-09-01,8433,8001,5289
2020-09-01,8433,8296,126
2020-09-01,8433,8573,65
2020-09-01,8573,8001,508
2020-09-01,8573,8433,65
2020-09-01,8638,8001,145
2020-09-01,8638,8078,29
2020-09-01,11001,5001,12
2020-09-01,11001,5360,18
2020-09-01,11001,15001,54
2020-09-01,11001,25175,2784
2020-09-01,11001,25290,364
2020-09-01,11001,25473,6964
2020-09-01,11001,25754,48052
2020-09-01,11001,25899,12
2020-09-01,11001,41001,102
2020-09-01,11001,50001,237
2020-09-01,11001,73001,172
2020-09-01,11001,76001,21
2020-09-01,13001,8001,10
2020-09-01,15001,11001,70
2020-09-01,15001,15238,11
2020-09-01,15001,15759,86
2020-09-01,15238,15001,17
2020-09-01,15238,15759,71
2020-09-01,15759,11001,31
2020-09-01,15759,15001,83
2020-09-01,15759,15238,79
2020-09-01,15759,85001,26
2020-09-01,17001,66001,143
2020-09-01,18001,41001,40
2020-09-01,19001,76001,144
2020-09-01,23001,23162,423
2020-09-01,23001,23417,22
2020-09-01,23001,70001,12
2020-09-01,23162,23001,412
2020-09-01,23417,23001,40
2020-09-01,23660,23001,21
2020-09-01,23660,70001,13
2020-09-01,25175,11001,2823
2020-09-01,25175,25473,160
2020-09-01,25175,25754,129
2020-09-01,25175,25899,59
2020-09-01,25290,11001,419
2020-09-01,25290,25473,14
2020-09-01,25290,25754,87
2020-09-01,25473,11001,7096
2020-09-01,25473,25175,167
2020-09-01,25473,25290,10
2020-09-01,25473,25754,746
2020-09-01,25754,11001,47934
2020-09-01,25754,25175,129
2020-09-01,25754,25290,117
2020-09-01,25754,25473,734
2020-09-01,25754,73001,30
2020-09-01,25899,25175,69
2020-09-01,41001,11001,52
2020-09-01,41001,18001,48
2020-09-01,41001,41551,56
2020-09-01,41001,73001,33
2020-09-01,41551,18001,15
2020-09-01,41551,41001,42
2020-09-01,47001,8001,58
2020-09-01,47001,47189,387
2020-09-01,47189,47001,413
2020-09-01,50001,11001,146
2020-09-01,52001,52356,130
2020-09-01,52001,52835,11
2020-09-01,52356,52001,92
2020-09-01,54001,54874,2224
2020-09-01,54874,54001,2254
2020-09-01,63001,66001,105
2020-09-01,63001,76001,14
2020-09-01,66001,17001,143
2020-09-01,66001,63001,107
2020-09-01,66001,76001,29
2020-09-01,66001,76147,920
2020-09-01,68001,68081,26
2020-09-01,68001,68276,5364
2020-09-01,68001,68307,6035
2020-09-01,68001,68547,1176
2020-09-01,68081,68001,35
2020-09-01,68081,68276,33
2020-09-01,68081,68307,21
2020-09-01,68276,68001,5229
2020-09-01,68276,68081,27
2020-09-01,68276,68307,5049
2020-09-01,68276,68547,1617
2020-09-01,68307,68001,6000
2020-09-01,68307,68081,30
2020-09-01,68307,68276,5008
2020-09-01,68307,68547,1088
2020-09-01,68547,68001,1114
2020-09-01,68547,68276,1618
2020-09-01,68547,68307,1121
2020-09-01,70001,23660,14
2020-09-01,73001,11001,110
2020-09-01,73001,41001,37
2020-09-01,73001,73268,126
2020-09-01,73268,73001,164
2020-09-01,76001,11001,11
2020-09-01,76001,19001,161
2020-09-01,76001,66001,28
2020-09-01,76001,76109,224
2020-09-01,76001,76111,147
2020-09-01,76001,76520,3516
2020-09-01,76001,76834,146
2020-09-01,76001,76892,3557
2020-09-01,76109,76001,174
2020-09-01,76111,76001,173
2020-09-01,76111,76520,44
2020-09-01,76111,76834,185
2020-09-01,76147,66001,913
2020-09-01,76520,76001,3394
2020-09-01,76520,76111,14
2020-09-01,76520,76892,264
2020-09-01,76834,76001,153
2020-09-01,76834,76111,186
2020-09-01,76892,76001,3620
2020-09-01,76892,76520,290
2020-09-01,85001,15759,14
2020-09-02,5001,5088,12258
2020-09-02,5001,5129,1815
2020-09-02,5001,5360,24244
2020-09-02,5001,11001,13
2020-09-02,5045,5837,366
2020-09-02,5088,5001,12226
2020-09-02,5088,5129,189
2020-09-02,5088,5360,2315
2020-09-02,5129,5001,1793
2020-09-02,5129,5088,189
2020-09-02,5129,5360,2051
2020-09-02,5360,5001,24104
2020-09-02,5360,5088,2349
2020-09-02,5360,5129,1990
2020-09-02,5360,76001,11
2020-09-02,5837,5045,295
2020-09-02,8001,8078,178
2020-09-02,8001,8296,290
2020-09-02,8001,8433,5516
2020-09-02,8001,8573,544
2020-09-02,8001,8638,127
2020-09-02,8001,13001,10
2020-09-02,8001,47001,78
2020-09-02,8078,8001,164
2020-09-02,8078,8638,23
2020-09-02,8296,8001,276
2020-09-02,8296,8078,15
2020-09-02,8296,8433,113
2020-09-02,8433,8001,5423
2020-09-02,8433,8296,115
2020-09-02,8433,8573,91
2020-09-02,8433,47001,24
2020-09-02,8573,8001,537
2020-09-02,8573,8433,89
2020-09-02,8638,8001,145
2020-09-02,8638,8078,46
2020-09-02,8638,8433,10
2020-09-02,11001,5001,60
2020-09-02,11001,5360,24
2020-09-02,11001,8001,22
2020-09-02,11001,15001,88
2020-09-02,11001,15759,38
2020-09-02,11001,18001,11
2020-09-02,11001,25175,3029
2020-09-02,11001,25290,430
2020-09-02,11001,25473,7314
2020-09-02,11001,25754,49067
2020-09-02,11001,41001,79
2020-09-02,11001,50001,298
2020-09-02,11001,68001,12
2020-09-02,11001,73001,222
2020-09-02,11001,76001,27
2020-09-02,15001,11001,74
2020-09-02,15001,15759,78
2020-09-02,15238,15001,10
2020-09-02,15238,15759,96
2020-09-02,15759,11001,56
2020-09-02,15759,15001,91
2020-09-02,15759,15238,81
2020-09-02,17001,66001,159
2020-09-02,18001,41001,46
2020-09-02,18001,41551,24
2020-09-02,19001,76001,136
2020-09-02,23001,23162,428
2020-09-02,23001,23417,39
2020-09-02,23001,23660,33
2020-09-02,23001,70001,10
2020-09-02,23162,23001,437
2020-09-02,23417,23001,21
2020-09-02,23660,23001,11
2020-09-02,23660,70001,14
2020-09-02,25175,11001,2954
2020-09-02,25175,25473,163
2020-09-02,25175,25754,142
2020-09-02,25175,25899,75
2020-09-02,25290,11001,416
2020-09-02,25290,25754,131
2020-09-02,25473,11001,6886
2020-09-02,25473,25175,170
2020-09-02,25473,25754,724
2020-09-02,25754,11001,49025
2020-09-02,25754,25175,164
2020-09-02,25754,25290,98
2020-09-02,25754,25473,753
2020-09-02,25754,73001,14
2020-09-02,25899,25175,68
2020-09-02,41001,11001,95
2020-09-02,41001,18001,46
2020-09-02,41001,41551,67
2020-09-02,41001,73001,14
2020-09-02,41551,41001,49
2020-09-02,44430,20001,10
2020-09-02,47001,8001,63
2020-09-02,47001,8433,10
2020-09-02,47001,47189,420
2020-09-02,47189,47001,412
2020-09-02,50001,11001,285
2020-09-02,52001,19001,11
2020-09-02,52001,52356,106
2020-09-02,52001,52835,12
2020-09-02,52356,52001,119
2020-09-02,52835,52001,15
2020-09-02,54001,54874,2229
2020-09-02,54874,54001,2316
2020-09-02,63001,66001,111
2020-09-02,66001,17001,175
2020-09-02,66001,63001,110
2020-09-02,66001,76001,31
2020-09-02,66001,76147,989
2020-09-02,68001,68081,13
2020-09-02,68001,68276,5303
2020-09-02,68001,68307,5991
2020-09-02,68001,68547,1157
2020-09-02,68081,68001,11
2020-09-02,68081,68276,57
2020-09-02,68081,68307,25
2020-09-02,68276,68001,5180
2020-09-02,68276,68081,45
2020-09-02,68276,68307,5026
2020-09-02,68276,68547,1614
2020-09-02,68307,68001,5809
2020-09-02,68307,68081,29
2020-09-02,68307,68276,5097
2020-09-02,68307,68547,1142
2020-09-02,68547,68001,1187
2020-09-02,68547,68276,1612
2020-09-02,68547,68307,1131
2020-09-02,70001,23660,12
2020-09-02,73001,11001,129
2020-09-02,73001,41001,13
2020-09-02,73001,73268,146
2020-09-02,73001,76001,13
2020-09-02,73268,73001,149
2020-09-02,76001,11001,10
2020-09-02,76001,19001,109
2020-09-02,76001,52001,16
2020-09-02,76001,63001,17
2020-09-02,76001,66001,13
2020-09-02,76001,76109,224
2020-09-02,76001,76111,191
2020-09-02,76001,76520,3599
2020-09-02,76001,76834,145
2020-09-02,76001,76892,3555
2020-09-02,76109,76001,188
2020-09-02,76109,76111,15
2020-09-02,76111,76001,157
2020-09-02,76111,76520,36
2020-09-02,76111,76834,214
2020-09-02,76147,66001,997
2020-09-02,76520,76001,3524
2020-09-02,76520,76111,46
2020-09-02,76520,76892,281
2020-09-02,76834,76001,154
2020-09-02,76834,76111,198
2020-09-02,76892,76001,3549
2020-09-02,76892,76109,14
2020-09-02,76892,76111,12
2020-09-02,76892,76520,314
2020-09-02,85001,15759,24
2020-09-03,5001,5088,2937
2020-09-03,5001,5129,464
2020-09-03,5001,5360,6877
2020-09-03,5045,5837,84
2020-09-03,5088,5001,3967
2020-09-03,5088,5129,49
2020-09-03,5088,5360,714
2020-09-03,5129,5001,535
2020-09-03,5129,5088,48
2020-09-03,5129,5360,587
2020-09-03,5360,5001,7797
2020-09-03,5360,5088,549
2020-09-03,5360,5129,562
2020-09-03,5837,5045,113
2020-09-03,8001,8078,70
2020-09-03,8001,8296,69
2020-09-03,8001,8433,1197
2020-09-03,8001,8573,138
2020-09-03,8001,8638,37
2020-09-03,8001,13001,11
2020-09-03,8001,47001,25
2020-09-03,8078,8001,56
2020-09-03,8078,8296,14
2020-09-03,8078,8638,13
2020-09-03,8296,8001,85
2020-09-03,8296,8433,30
2020-09-03,8433,8001,1706
2020-09-03,8433,8296,33
2020-09-03,8433,8573,31
2020-09-03,8573,8001,166
2020-09-03,8573,8296,13
2020-09-03,8573,8433,24
2020-09-03,8638,8001,56
2020-09-03,8638,8078,20
2020-09-03,11001,5001,11
2020-09-03,11001,5360,11
2020-09-03,11001,15001,54
2020-09-03,11001,15759,11
2020-09-03,11001,25175,951
2020-09-03,11001,25290,154
2020-09-03,11001,25473,1859
2020-09-03,11001,25754,10688
2020-09-03,11001,41001,12
2020-09-03,11001,47001,10
2020-09-03,11001,50001,78
2020-09-03,11001,73001,56
2020-09-03,15001,11001,33
2020-09-03,15001,15238,15
2020-09-03,15001,15759,53
2020-09-03,15238,15759,35
2020-09-03,15759,15001,33
2020-09-03,15759,15238,32
2020-09-03,15759,85001,11
2020-09-03,17001,66001,80
2020-09-03,18001,41001,21
2020-09-03,18001,41551,11
2020-09-03,19001,76001,83
2020-09-03,20001,47001,12
2020-09-03,23001,23162,167
2020-09-03,23001,23417,34
2020-09-03,23001,23660,14
2020-09-03,23001,70001,11
2020-09-03,23162,23001,123
2020-09-03,23417,23001,13
2020-09-03,23660,70001,10
2020-09-03,25175,11001,980
2020-09-03,25175,25473,48
2020-09-03,25175,25754,32
2020-09-03,25175,25899,13
2020-09-03,25290,11001,157
2020-09-03,25290,25473,14
2020-09-03,25290,25754,35
2020-09-03,25473,11001,3205
2020-09-03,25473,25175,64
2020-09-03,25473,25290,15
2020-09-03,25473,25754,232
2020-09-03,25754,11001,17318
2020-09-03,25754,25175,32
2020-09-03,25754,25290,40
2020-09-03,25754,25473,196
2020-09-03,25899,25175,18
2020-09-03,41001,11001,16
2020-09-03,41001,18001,12
2020-09-03,41001,41551,26
2020-09-03,41001,73001,12
2020-09-03,41551,41001,20
2020-09-03,47001,8001,29
2020-09-03,47001,20001,10
2020-09-03,47001,47189,118
2020-09-03,47189,47001,119
2020-09-03,50001,11001,94
2020-09-03,52001,52356,54
2020-09-03,52356,52001,37
2020-09-03,54001,54874,647
2020-09-03,54874,54001,643
2020-09-03,63001,66001,61
2020-09-03,66001,17001,67
2020-09-03,66001,63001,41
2020-09-03,66001,76001,20
2020-09-03,66001,76147,254
2020-09-03,68001,68081,10
2020-09-03,68001,68276,1298
2020-09-03,68001,68307,1635
2020-09-03,68001,68547,286
2020-09-03,68081,68001,19
2020-09-03,68081,68276,20
2020-09-03,68081,68307,21
2020-09-03,68276,68001,1994
2020-09-03,68276,68081,10
2020-09-03,68276,68307,1574
2020-09-03,68276,68547,465
2020-09-03,68307,68001,1959
2020-09-03,68307,68081,17
2020-09-03,68307,68276,1365
2020-09-03,68307,68547,266
2020-09-03,68547,68001,391
2020-09-03,68547,68276,489
2020-09-03,68547,68307,325
2020-09-03,70001,23001,10
2020-09-03,70001,23660,15
2020-09-03,73001,11001,76
2020-09-03,73001,25754,14
2020-09-03,73001,73268,51
2020-09-03,73268,73001,45
2020-09-03,76001,19001,52
2020-09-03,76001,66001,20
2020-09-03,76001,76109,78
2020-09-03,76001,76111,51
2020-09-03,76001,76520,953
2020-09-03,76001,76834,52
2020-09-03,76001,76892,972
2020-09-03,76109,76001,45
2020-09-03,76111,76001,74
2020-09-03,76111,76520,15
2020-09-03,76111,76834,49
2020-09-03,76147,66001,303
2020-09-03,76520,76001,1128
2020-09-03,76520,76111,14
2020-09-03,76520,76892,74
2020-09-03,76834,76001,77
2020-09-03,76834,76111,67
2020-09-03,76892,76001,1023
2020-09-03,76892,76520,80
2020-09-03,85001,15759,17
2020-09-04,5001,5088,9317
2020-09-04,5001,5129,1353
2020-09-04,5001,5360,17421
2020-09-04,5001,11001,10
2020-09-04,5045,5837,211
2020-09-04,5088,5001,8097
2020-09-04,5088,5129,138
2020-09-04,5088,5360,1567
2020-09-04,5129,5001,1248
2020-09-04,5129,5088,153
2020-09-04,5129,5360,1428
2020-09-04,5360,5001,16051
2020-09-04,5360,5088,1772
2020-09-04,5360,5129,1424
2020-09-04,5837,5045,241
2020-09-04,8001,8078,114
2020-09-04,8001,8296,198
2020-09-04,8001,8433,4172
2020-09-04,8001,8573,379
2020-09-04,8001,8638,123
2020-09-04,8001,47001,37
2020-09-04,8078,8001,114
2020-09-04,8078,8296,14
2020-09-04,8078,8638,33
2020-09-04,8296,8001,192
2020-09-04,8296,8078,18
2020-09-04,8296,8433,88
2020-09-04,8433,8001,3618
2020-09-04,8433,8078,10
2020-09-04,8433,8296,84
2020-09-04,8433,8573,48
2020-09-04,8573,8001,357
2020-09-04,8573,8433,53
2020-09-04,8638,8001,106
2020-09-04,8638,8078,23
2020-09-04,11001,5001,36
2020-09-04,11001,8001,12
2020-09-04,11001,15001,44
2020-09-04,11001,15759,38
2020-09-04,11001,25175,2129
2020-09-04,11001,25290,328
2020-09-04,11001,25473,5325
2020-09-04,11001,25754,39620
2020-09-04,11001,25899,10
2020-09-04,11001,41001,87
2020-09-04,11001,50001,274
2020-09-04,11001,73001,163
2020-09-04,11001,76001,11
2020-09-04,15001,11001,29
2020-09-04,15001,15238,23
2020-09-04,15001,15759,47
2020-09-04,15238,15001,10
2020-09-04,15238,15759,62
2020-09-04,15759,11001,13
2020-09-04,15759,15001,53
2020-09-04,15759,15238,65
2020-09-04,15759,85001,21
2020-09-04,17001,66001,122
2020-09-04,18001,41001,23
2020-09-04,18001,41551,11
2020-09-04,19001,76001,89
2020-09-04,23001,23162,316
2020-09-04,23001,23417,12
2020-09-04,23001,70001,12
2020-09-04,23162,23001,309
2020-09-04,23417,23001,34
2020-09-04,23660,23001,29
2020-09-04,23660,70001,22
2020-09-04,25175,11001,2092
2020-09-04,25175,25473,115
2020-09-04,25175,25754,138
2020-09-04,25175,25899,53
2020-09-04,25290,11001,252
2020-09-04,25290,25754,68
2020-09-04,25473,11001,4609
2020-09-04,25473,25175,116
2020-09-04,25473,25754,552
2020-09-04,25754,11001,32848
2020-09-04,25754,25175,103
2020-09-04,25754,25290,76
2020-09-04,25754,25473,535
2020-09-04,25754,41001,13
2020-09-04,25754,73001,16
2020-09-04,25899,11001,10
2020-09-04,25899,25175,48
2020-09-04,41001,11001,51
2020-09-04,41001,18001,21
2020-09-04,41001,41551,27
2020-09-04,41001,73001,21
2020-09-04,41551,41001,40
2020-09-04,47001,8001,59
2020-09-04,47001,47189,281
2020-09-04,47189,47001,318
2020-09-04,50001,11001,175
2020-09-04,52001,52356,74
2020-09-04,52001,76001,16
2020-09-04,52356,52001,79
2020-09-04,54001,54874,1600
2020-09-04,54874,54001,1696
2020-09-04,63001,66001,70
2020-09-04,66001,17001,117
2020-09-04,66001,63001,93
2020-09-04,66001,76001,31
2020-09-04,66001,76147,664
2020-09-04,68001,68081,20
2020-09-04,68001,68276,4132
2020-09-04,68001,68307,4484
2020-09-04,68001,68547,946
2020-09-04,68081,68001,32
2020-09-04,68081,68276,23
2020-09-04,68081,68307,18
2020-09-04,68276,68001,3548
2020-09-04,68276,68081,24
2020-09-04,68276,68307,3606
2020-09-04,68276,68547,1279
2020-09-04,68307,68001,4129
2020-09-04,68307,68081,10
2020-09-04,68307,68276,3731
2020-09-04,68307,68547,861
2020-09-04,68547,68001,792
2020-09-04,68547,68276,1217
2020-09-04,68547,68307,809
2020-09-04,70001,23660,12
2020-09-04,73001,11001,86
2020-09-04,73001,25754,10
2020-09-04,73001,73268,79
2020-09-04,73268,73001,84
2020-09-04,76001,19001,101
2020-09-04,76001,63001,10
2020-09-04,76001,66001,36
2020-09-04,76001,76109,125
2020-09-04,76001,76111,122
2020-09-04,76001,76520,2795
2020-09-04,76001,76834,115
2020-09-04,76001,76892,2664
2020-09-04,76109,76001,119
2020-09-04,76111,76001,101
2020-09-04,76111,76520,36
2020-09-04,76111,76834,153
2020-09-04,76111,76892,13
2020-09-04,76147,66001,661
2020-09-04,76520,76001,2462
2020-09-04,76520,76111,34
2020-09-04,76520,76892,195
2020-09-04,76834,76001,100
2020-09-04,76834,76111,156
2020-09-04,76892,76001,2501
2020-09-04,76892,76520,210
2020-09-04,85001,15759,11
2020-09-05,5001,5088,2891
2020-09-05,5001,5129,499
2020-09-05,5001,5360,7012
2020-09-05,5045,5837,94
2020-09-05,5088,5001,4302
2020-09-05,5088,5129,58
2020-09-05,5088,5360,778
2020-09-05,5129,5001,503
2020-09-05,5129,5088,43
2020-09-05,5129,5360,574
2020-09-05,5360,5001,8157
2020-09-05,5360,5088,543
2020-09-05,5360,5129,601
2020-09-05,5837,5045,101
2020-09-05,8001,8078,53
2020-09-05,8001,8296,88
2020-09-05,8001,8433,1231
2020-09-05,8001,8573,143
2020-09-05,8001,8638,52
2020-09-05,8001,13001,20
2020-09-05,8001,47001,25
2020-09-05,8078,8001,60
2020-09-05,8078,8638,15
2020-09-05,8296,8001,87
2020-09-05,8296,8433,35
2020-09-05,8433,8001,1732
2020-09-05,8433,8296,28
2020-09-05,8433,8573,23
2020-09-05,8573,8001,152
2020-09-05,8573,8433,16
2020-09-05,8638,8001,54
2020-09-05,8638,8078,12
2020-09-05,11001,5001,25
2020-09-05,11001,15001,66
2020-09-05,11001,15759,44
2020-09-05,11001,25175,1117
2020-09-05,11001,25290,205
2020-09-05,11001,25473,1946
2020-09-05,11001,25754,10669
2020-09-05,11001,25899,11
2020-09-05,11001,41001,34
2020-09-05,11001,50001,132
2020-09-05,11001,73001,91
2020-09-05,15001,11001,40
2020-09-05,15001,15238,13
2020-09-05,15001,15759,42
2020-09-05,15238,15001,13
2020-09-05,15238,15759,31
2020-09-05,15759,11001,22
2020-09-05,15759,15001,43
2020-09-05,15759,15238,29
2020-09-05,15759,85001,11
2020-09-05,17001,66001,101
2020-09-05,18001,41001,16
2020-09-05,19001,76001,76
2020-09-05,20001,8001,11
2020-09-05,23001,23162,133
2020-09-05,23001,23417,39
2020-09-05,23001,23660,23
2020-09-05,23001,70001,24
2020-09-05,23162,23001,143
2020-09-05,23417,23001,12
2020-09-05,25175,11001,1078
2020-09-05,25175,25473,38
2020-09-05,25175,25754,26
2020-09-05,25175,25899,20
2020-09-05,25290,11001,168
2020-09-05,25290,25754,40
2020-09-05,25473,11001,2701
2020-09-05,25473,25175,71
2020-09-05,25473,25754,198
2020-09-05,25754,11001,17880
2020-09-05,25754,25175,46
2020-09-05,25754,25290,43
2020-09-05,25754,25473,188
2020-09-05,25899,25175,26
2020-09-05,41001,11001,15
2020-09-05,41001,18001,11
2020-09-05,41001,41551,21
2020-09-05,41001,73001,16
2020-09-05,41551,41001,24
2020-09-05,47001,8001,39
2020-09-05,47001,20001,12
2020-09-05,47001,47189,138
2020-09-05,47189,47001,116
2020-09-05,50001,11001,139
2020-09-05,52001,19001,15
2020-09-05,52001,52356,50
2020-09-05,52356,52001,49
2020-09-05,52835,52001,15
2020-09-05,54001,54874,726
2020-09-05,54874,54001,664
2020-09-05,63001,66001,65
2020-09-05,66001,17001,75
2020-09-05,66001,63001,37
2020-09-05,66001,76001,26
2020-09-05,66001,76147,262
2020-09-05,68001,68081,15
2020-09-05,68001,68276,1435
2020-09-05,68001,68307,1746
2020-09-05,68001,68547,248
2020-09-05,68081,68001,23
2020-09-05,68081,68276,16
2020-09-05,68081,68307,13
2020-09-05,68276,68001,2024
2020-09-05,68276,68081,23
2020-09-05,68276,68307,1592
2020-09-05,68276,68547,447
2020-09-05,68307,68001,1973
2020-09-05,68307,68081,13
2020-09-05,68307,68276,1461
2020-09-05,68307,68547,288
2020-09-05,68547,68001,416
2020-09-05,68547,68276,487
2020-09-05,68547,68307,367
2020-09-05,70001,23001,11
2020-09-05,70001,23660,13
2020-09-05,73001,11001,55
2020-09-05,73001,41001,16
2020-09-05,73001,73268,61
2020-09-05,73268,73001,57
2020-09-05,76001,19001,68
2020-09-05,76001,66001,16
2020-09-05,76001,76109,90
2020-09-05,76001,76111,70
2020-09-05,76001,76520,941
2020-09-05,76001,76834,98
2020-09-05,76001,76892,1035
2020-09-05,76109,76001,93
2020-09-05,76111,76001,73
2020-09-05,76111,76520,12
2020-09-05,76111,76834,68
2020-09-05,76147,66001,319
2020-09-05,76520,76001,1172
2020-09-05,76520,76111,14
2020-09-05,76520,76892,83
2020-09-05,76834,76001,62
2020-09-05,76834,76111,63
2020-09-05,76892,76001,1165
2020-09-05,76892,76520,97
2020-09-05,85001,15759,11
2020-09-07,5001,5088,5723
2020-09-07,5001,5129,890
2020-09-07,5001,5360,12489
2020-09-07,5001,11001,12
2020-09-07,5045,5837,130
2020-09-07,5088,5001,8414
2020-09-07,5088,5129,142
2020-09-07,5088,5360,1668
2020-09-07,5129,5001,1029
2020-09-07,5129,5088,86
2020-09-07,5129,5360,1209
2020-09-07,5360,5001,12547
2020-09-07,5360,5088,991
2020-09-07,5360,5129,912
2020-09-07,5837,5045,252
2020-09-07,8001,8078,54
2020-09-07,8001,8296,97
2020-09-07,8001,8433,2786
2020-09-07,8001,8573,255
2020-09-07,8001,8638,57
2020-09-07,8001,47001,56
2020-09-07,8078,8001,162
2020-09-07,8078,8296,10
2020-09-07,8078,8433,23
2020-09-07,8078,8638,10
2020-09-07,8296,8001,189
2020-09-07,8296,8433,73
2020-09-07,8433,8001,3845
2020-09-07,8433,8296,72
2020-09-07,8433,8573,52
2020-09-07,8433,47001,12
2020-09-07,8573,8001,389
2020-09-07,8573,8433,63
2020-09-07,8638,8001,143
2020-09-07,8638,8078,15
2020-09-07,11001,5001,24
2020-09-07,11001,15001,71
2020-09-07,11001,15759,12
