date,origin,destination,total_trips
2020-04-02,5001,5088,4394
2020-04-02,5001,5129,492
2020-04-02,5001,5360,7465
2020-04-02,5045,5837,179
2020-04-02,5088,5001,3627
2020-04-02,5088,5129,21
2020-04-02,5088,5360,676
2020-04-02,5129,5001,520
2020-04-02,5129,5088,31
2020-04-02,5129,5360,691
2020-04-02,5360,5001,7445
2020-04-02,5360,5088,841
2020-04-02,5360,5129,737
2020-04-02,5837,5045,142
2020-04-02,8001,8078,84
2020-04-02,8001,8296,99
2020-04-02,8001,8433,2644
2020-04-02,8001,8573,196
2020-04-02,8001,8638,42
2020-04-02,8078,8001,60
2020-04-02,8078,8296,10
2020-04-02,8296,8001,85
2020-04-02,8296,8078,33
2020-04-02,8296,8433,93
2020-04-02,8433,8001,1909
2020-04-02,8433,8296,55
2020-04-02,8433,8573,12
2020-04-02,8573,8001,178
2020-04-02,8573,8433,26
2020-04-02,8638,8001,57
2020-04-02,11001,25175,638
2020-04-02,11001,25290,43
2020-04-02,11001,25473,2435
2020-04-02,11001,25754,23274
2020-04-02,11001,50001,12
2020-04-02,15001,15759,10
2020-04-02,15238,15759,18
2020-04-02,15759,15001,23
2020-04-02,23001,23162,178
2020-04-02,23162,23001,122
2020-04-02,25175,11001,681
2020-04-02,25175,25473,46
2020-04-02,25175,25754,25
2020-04-02,25175,25899,25
2020-04-02,25290,11001,63
2020-04-02,25473,11001,2101
2020-04-02,25473,25175,44
2020-04-02,25473,25754,358
2020-04-02,25754,11001,17172
2020-04-02,25754,25175,13
2020-04-02,25754,25290,11
2020-04-02,25754,25473,241
2020-04-02,25899,25175,13
2020-04-02,41001,18001,20
2020-04-02,47001,47189,177
2020-04-02,47189,47001,249
2020-04-02,52001,52356,39
2020-04-02,54001,54874,741
2020-04-02,54874,54001,977
2020-04-02,66001,17001,16
2020-04-02,66001,76147,332
2020-04-02,68001,68276,2027
2020-04-02,68001,68307,2267
2020-04-02,68001,68547,487
2020-04-02,68276,68001,1558
2020-04-02,68276,68307,1901
2020-04-02,68276,68547,778
2020-04-02,68307,68001,1995
2020-04-02,68307,68081,10
2020-04-02,68307,68276,1901
2020-04-02,68307,68547,420
2020-04-02,68547,68001,381
2020-04-02,68547,68276,623
2020-04-02,68547,68307,358
2020-04-02,73268,73001,32
2020-04-02,76001,76111,11
2020-04-02,76001,76520,1343
2020-04-02,76001,76892,1351
2020-04-02,76109,76001,12
2020-04-02,76111,76001,30
2020-04-02,76111,76520,10
2020-04-02,76111,76834,121
2020-04-02,76147,66001,354
2020-04-02,76520,76001,1144
2020-04-02,76520,76892,97
2020-04-02,76834,76111,62
2020-04-02,76892,76001,1499
2020-04-02,76892,76520,94
2020-04-03,5001,5088,3707
2020-04-03,5001,5129,489
2020-04-03,5001,5360,7029
2020-04-03,5045,5837,110
2020-04-03,5088,5001,3760
2020-04-03,5088,5129,44
2020-04-03,5088,5360,741
2020-04-03,5129,5001,497
2020-04-03,5129,5088,17
2020-04-03,5129,5360,675
2020-04-03,5360,5001,7083
2020-04-03,5360,5088,746
2020-04-03,5360,5129,650
2020-04-03,5837,5045,100
2020-04-03,8001,8078,71
2020-04-03,8001,8296,98
2020-04-03,8001,8433,2085
2020-04-03,8001,8573,178
2020-04-03,8001,8638,43
2020-04-03,8078,8001,57
2020-04-03,8296,8001,102
2020-04-03,8296,8078,11
2020-04-03,8296,8433,57
2020-04-03,8433,8001,2132
2020-04-03,8433,8296,75
2020-04-03,8433,8573,12
2020-04-03,8573,8001,176
2020-04-03,8573,8433,11
2020-04-03,8638,8001,35
2020-04-03,8638,8078,10
2020-04-03,8638,8433,10
2020-04-03,11001,25175,645
2020-04-03,11001,25290,58
2020-04-03,11001,25473,2307
2020-04-03,11001,25754,19362
2020-04-03,11001,50001,22
2020-04-03,11001,73001,10
2020-04-03,15001,15759,11
2020-04-03,15238,15759,17
2020-04-03,15759,15238,29
2020-04-03,17001,66001,10
2020-04-03,23001,23162,147
2020-04-03,23162,23001,152
2020-04-03,25175,11001,647
2020-04-03,25175,25473,45
2020-04-03,25175,25754,20
2020-04-03,25175,25899,13
2020-04-03,25290,11001,50
2020-04-03,25290,25754,10
2020-04-03,25473,11001,2311
2020-04-03,25473,25175,45
2020-04-03,25473,25754,252
2020-04-03,25754,11001,19431
2020-04-03,25754,25175,21
2020-04-03,25754,25473,250
2020-04-03,25899,25175,17
2020-04-03,47001,8001,10
2020-04-03,47001,47189,191
2020-04-03,47189,47001,196
2020-04-03,50001,11001,14
2020-04-03,52001,52356,10
2020-04-03,52356,52001,12
2020-04-03,52835,52001,10
2020-04-03,54001,54874,798
2020-04-03,54874,54001,809
2020-04-03,66001,17001,10
2020-04-03,66001,63001,12
2020-04-03,66001,76147,354
2020-04-03,68001,68276,1723
2020-04-03,68001,68307,2132
2020-04-03,68001,68547,397
2020-04-03,68081,68307,11
2020-04-03,68276,68001,1710
2020-04-03,68276,68307,1864
2020-04-03,68276,68547,695
2020-04-03,68307,68001,2110
2020-04-03,68307,68276,1852
2020-04-03,68307,68547,368
2020-04-03,68547,68001,416
2020-04-03,68547,68276,679
2020-04-03,68547,68307,360
2020-04-03,73001,73268,22
2020-04-03,76001,76109,24
2020-04-03,76001,76111,15
2020-04-03,76001,76520,1186
2020-04-03,76001,76892,1393
2020-04-03,76109,76001,11
2020-04-03,76111,76001,15
2020-04-03,76111,76834,24
2020-04-03,76147,66001,410
2020-04-03,76520,76001,1181
2020-04-03,76520,76111,10
2020-04-03,76520,76892,106
2020-04-03,76834,76001,13
2020-04-03,76834,76111,77
2020-04-03,76892,76001,1342
2020-04-03,76892,76520,108
2020-04-04,5001,5088,3830
2020-04-04,5001,5129,453
2020-04-04,5001,5360,6891
2020-04-04,5045,5837,102
2020-04-04,5088,5001,3529
2020-04-04,5088,5129,44
2020-04-04,5088,5360,627
2020-04-04,5129,5001,472
2020-04-04,5129,5088,36
2020-04-04,5129,5360,641
2020-04-04,5360,5001,6802
2020-04-04,5360,5088,706
2020-04-04,5360,5129,659
2020-04-04,5837,5045,98
2020-04-04,8001,8078,48
2020-04-04,8001,8296,100
2020-04-04,8001,8433,2224
2020-04-04,8001,8573,185
2020-04-04,8001,8638,48
2020-04-04,8078,8001,67
2020-04-04,8296,8001,104
2020-04-04,8296,8078,10
2020-04-04,8296,8433,66
2020-04-04,8433,8001,2026
2020-04-04,8433,8296,54
2020-04-04,8433,8573,21
2020-04-04,8573,8001,191
2020-04-04,8638,8001,40
2020-04-04,11001,25175,639
2020-04-04,11001,25290,47
2020-04-04,11001,25473,2304
2020-04-04,11001,25754,20027
2020-04-04,11001,50001,10
2020-04-04,15238,15759,14
2020-04-04,15759,15238,24
2020-04-04,17001,66001,13
2020-04-04,19001,76001,11
2020-04-04,23001,23162,177
2020-04-04,23162,23001,143
2020-04-04,25175,11001,595
2020-04-04,25175,25473,36
2020-04-04,25175,25754,25
2020-04-04,25175,25899,15
2020-04-04,25290,11001,43
2020-04-04,25473,11001,2106
2020-04-04,25473,25175,46
2020-04-04,25473,25754,272
2020-04-04,25754,11001,17760
2020-04-04,25754,25175,13
2020-04-04,25754,25473,249
2020-04-04,25899,25175,12
2020-04-04,47001,47189,148
2020-04-04,47189,47001,136
2020-04-04,52001,52356,25
2020-04-04,54001,54874,800
2020-04-04,54874,54001,899
2020-04-04,63001,66001,25
2020-04-04,66001,17001,12
2020-04-04,66001,63001,10
2020-04-04,66001,76147,364
2020-04-04,68001,68276,1716
2020-04-04,68001,68307,1965
2020-04-04,68001,68547,421
2020-04-04,68276,68001,1449
2020-04-04,68276,68307,1724
2020-04-04,68276,68547,683
2020-04-04,68307,68001,1754
2020-04-04,68307,68081,10
2020-04-04,68307,68276,1811
2020-04-04,68307,68547,370
2020-04-04,68547,68001,341
2020-04-04,68547,68276,637
2020-04-04,68547,68307,354
2020-04-04,73001,73268,12
2020-04-04,76001,76111,32
2020-04-04,76001,76520,1170
2020-04-04,76001,76892,1255
2020-04-04,76109,76111,14
2020-04-04,76111,76001,14
2020-04-04,76111,76520,10
2020-04-04,76111,76834,77
2020-04-04,76147,66001,326
2020-04-04,76520,76001,1135
2020-04-04,76520,76892,60
2020-04-04,76834,76111,44
2020-04-04,76892,76001,1337
2020-04-04,76892,76520,101
2020-04-05,5001,5088,3252
2020-04-05,5001,5129,335
2020-04-05,5001,5360,4972
2020-04-05,5045,5837,16
2020-04-05,5088,5001,2781
2020-04-05,5088,5129,18
2020-04-05,5088,5360,415
2020-04-05,5129,5001,313
2020-04-05,5129,5088,25
2020-04-05,5129,5360,466
2020-04-05,5360,5001,5326
2020-04-05,5360,5088,545
2020-04-05,5360,5129,525
2020-04-05,5837,5045,27
2020-04-05,8001,8078,48
2020-04-05,8001,8296,83
2020-04-05,8001,8433,1828
2020-04-05,8001,8573,138
2020-04-05,8001,8638,25
2020-04-05,8078,8001,16
2020-04-05,8296,8001,73
2020-04-05,8296,8433,49
2020-04-05,8433,8001,1560
2020-04-05,8433,8296,55
2020-04-05,8573,8001,138
2020-04-05,8573,8433,11
2020-04-05,8638,8001,12
2020-04-05,11001,25175,372
2020-04-05,11001,25290,38
2020-04-05,11001,25473,1414
2020-04-05,11001,25754,16542
2020-04-05,11001,50001,11
2020-04-05,15001,15759,10
2020-04-05,15759,15238,10
2020-04-05,17001,66001,12
2020-04-05,23001,23162,118
2020-04-05,23162,23001,112
2020-04-05,25175,11001,355
2020-04-05,25175,25473,25
2020-04-05,25175,25754,12
2020-04-05,25175,25899,12
2020-04-05,25473,11001,1263
2020-04-05,25473,25175,20
2020-04-05,25473,25754,223
2020-04-05,25754,11001,12850
2020-04-05,25754,25473,126
2020-04-05,47001,47189,120
2020-04-05,47189,47001,138
2020-04-05,50001,11001,10
2020-04-05,52001,52356,11
2020-04-05,52356,52001,17
2020-04-05,54001,54874,677
2020-04-05,54874,54001,763
2020-04-05,66001,76147,315
2020-04-05,68001,68276,1185
2020-04-05,68001,68307,1287
2020-04-05,68001,68547,311
2020-04-05,68276,68001,999
2020-04-05,68276,68307,1159
2020-04-05,68276,68547,507
2020-04-05,68307,68001,1097
2020-04-05,68307,68276,1211
2020-04-05,68307,68547,280
2020-04-05,68547,68001,243
2020-04-05,68547,68276,451
2020-04-05,68547,68307,205
2020-04-05,73001,11001,13
2020-04-05,76001,19001,10
2020-04-05,76001,76109,11
2020-04-05,76001,76520,903
2020-04-05,76001,76892,718
2020-04-05,76111,76001,11
2020-04-05,76111,76834,11
2020-04-05,76147,66001,292
2020-04-05,76520,76001,750
2020-04-05,76520,76892,47
2020-04-05,76834,76001,10
2020-04-05,76834,76111,11
2020-04-05,76892,76001,937
2020-04-05,76892,76109,12
2020-04-05,76892,76520,13
2020-04-06,5001,5088,2593
2020-04-06,5001,5129,308
2020-04-06,5001,5360,5097
2020-04-06,5045,5837,25
2020-04-06,5088,5001,3189
2020-04-06,5088,5129,15
2020-04-06,5088,5360,597
2020-04-06,5129,5001,336
2020-04-06,5129,5088,15
2020-04-06,5129,5360,478
2020-04-06,5360,5001,4928
2020-04-06,5360,5088,414
2020-04-06,5360,5129,418
2020-04-06,5837,5045,90
2020-04-06,8001,8078,40
2020-04-06,8001,8296,65
2020-04-06,8001,8433,1459
2020-04-06,8001,8573,138
2020-04-06,8001,8638,25
2020-04-06,8078,8001,45
2020-04-06,8296,8001,83
2020-04-06,8296,8433,71
2020-04-06,8433,8001,1866
2020-04-06,8433,8296,77
2020-04-06,8573,8001,164
2020-04-06,8638,8001,36
2020-04-06,11001,25175,314
2020-04-06,11001,25473,1088
2020-04-06,11001,25754,11734
2020-04-06,15238,15759,15
2020-04-06,23001,23162,104
2020-04-06,23162,23001,141
2020-04-06,25175,11001,411
2020-04-06,25175,25473,14
2020-04-06,25290,11001,33
2020-04-06,25473,11001,1461
2020-04-06,25473,25175,23
2020-04-06,25473,25754,117
2020-04-06,25754,11001,17201
2020-04-06,25754,25175,19
2020-04-06,25754,25473,200
2020-04-06,25899,25175,11
2020-04-06,47001,47189,119
2020-04-06,47189,47001,116
2020-04-06,52001,52356,12
2020-04-06,52356,52001,10
2020-04-06,54001,54874,771
2020-04-06,54874,54001,621
2020-04-06,63001,66001,11
2020-04-06,66001,17001,19
2020-04-06,66001,63001,11
2020-04-06,66001,76147,235
2020-04-06,68001,68276,962
2020-04-06,68001,68307,1149
2020-04-06,68001,68547,227
2020-04-06,68276,68001,1409
2020-04-06,68276,68307,1292
2020-04-06,68276,68547,442
2020-04-06,68307,68001,1528
2020-04-06,68307,68276,1190
2020-04-06,68307,68547,182
2020-04-06,68547,68001,344
2020-04-06,68547,68276,533
2020-04-06,68547,68307,264
2020-04-06,76001,76111,15
2020-04-06,76001,76520,756
2020-04-06,76001,76892,948
2020-04-06,76111,76001,12
2020-04-06,76111,76834,13
2020-04-06,76147,66001,292
2020-04-06,76520,76001,822
2020-04-06,76520,76111,11
2020-04-06,76520,76892,41
2020-04-06,76834,76001,10
2020-04-06,76834,76111,42
2020-04-06,76892,76001,636
2020-04-06,76892,76520,13
2020-04-07,5001,5088,3950
2020-04-07,5001,5129,521
2020-04-07,5001,5360,7422
2020-04-07,5045,5837,169
2020-04-07,5088,5001,3932
2020-04-07,5088,5129,41
2020-04-07,5088,5360,728
2020-04-07,5129,5001,516
2020-04-07,5129,5088,45
2020-04-07,5129,5360,697
2020-04-07,5360,5001,7363
2020-04-07,5360,5088,721
2020-04-07,5360,5129,708
2020-04-07,5837,5045,133
2020-04-07,8001,8078,79
2020-04-07,8001,8296,101
2020-04-07,8001,8433,2216
2020-04-07,8001,8573,181
2020-04-07,8001,8638,49
2020-04-07,8001,47001,12
2020-04-07,8078,8001,57
2020-04-07,8296,8001,95
2020-04-07,8296,8433,78
2020-04-07,8433,8001,2219
2020-04-07,8433,8296,80
2020-04-07,8573,8001,184
2020-04-07,8638,8001,52
2020-04-07,11001,25175,666
2020-04-07,11001,25290,40
2020-04-07,11001,25473,2455
2020-04-07,11001,25754,20248
2020-04-07,15238,15759,18
2020-04-07,15759,15238,14
2020-04-07,17001,66001,14
2020-04-07,23001,23162,195
2020-04-07,23162,23001,182
2020-04-07,25175,11001,662
2020-04-07,25175,25473,55
2020-04-07,25175,25754,28
2020-04-07,25175,25899,25
2020-04-07,25290,11001,33
2020-04-07,25290,25754,10
2020-04-07,25473,11001,2438
2020-04-07,25473,25175,57
2020-04-07,25473,25754,285
2020-04-07,25754,11001,20202
2020-04-07,25754,25175,34
2020-04-07,25754,25473,284
2020-04-07,25899,25175,12
2020-04-07,47001,8001,10
2020-04-07,47001,47189,210
2020-04-07,47189,47001,171
2020-04-07,50001,11001,11
2020-04-07,52001,52356,25
2020-04-07,52356,52001,12
2020-04-07,54001,54874,821
2020-04-07,54874,54001,815
2020-04-07,66001,17001,25
2020-04-07,66001,76147,376
2020-04-07,68001,68276,1777
2020-04-07,68001,68307,2162
2020-04-07,68001,68547,423
2020-04-07,68276,68001,1839
2020-04-07,68276,68307,1957
2020-04-07,68276,68547,700
2020-04-07,68307,68001,2182
2020-04-07,68307,68276,1867
2020-04-07,68307,68547,392
2020-04-07,68547,68001,437
2020-04-07,68547,68276,724
2020-04-07,68547,68307,419
2020-04-07,76001,76109,12
2020-04-07,76001,76111,15
2020-04-07,76001,76520,1185
2020-04-07,76001,76892,1369
2020-04-07,76109,76001,36
2020-04-07,76111,76001,13
2020-04-07,76111,76109,10
2020-04-07,76111,76834,81
2020-04-07,76147,66001,369
2020-04-07,76520,76001,1195
2020-04-07,76520,76892,84
2020-04-07,76834,76111,73
2020-04-07,76892,76001,1386
2020-04-07,76892,76520,139
2020-04-08,5001,5088,4071
2020-04-08,5001,5129,559
2020-04-08,5001,5360,7564
2020-04-08,5045,5837,133
2020-04-08,5088,5001,3974
2020-04-08,5088,5129,30
2020-04-08,5088,5360,737
2020-04-08,5129,5001,533
2020-04-08,5129,5088,39
2020-04-08,5129,5360,709
2020-04-08,5360,5001,7503
2020-04-08,5360,5088,765
2020-04-08,5360,5129,697
2020-04-08,5837,5045,124
2020-04-08,8001,8078,56
2020-04-08,8001,8296,108
2020-04-08,8001,8433,2328
2020-04-08,8001,8573,212
2020-04-08,8001,8638,41
2020-04-08,8078,8001,69
2020-04-08,8296,8001,91
2020-04-08,8296,8433,67
2020-04-08,8433,8001,2302
2020-04-08,8433,8296,73
2020-04-08,8573,8001,205
2020-04-08,8573,8433,24
2020-04-08,8638,8001,56
2020-04-08,8638,8433,10
2020-04-08,11001,25175,730
2020-04-08,11001,25290,51
2020-04-08,11001,25473,2468
2020-04-08,11001,25754,20595
2020-04-08,11001,50001,35
2020-04-08,11001,73001,10
2020-04-08,15238,15759,15
2020-04-08,15759,15001,10
2020-04-08,15759,15238,12
2020-04-08,17001,66001,14
2020-04-08,23001,23162,174
2020-04-08,23162,23001,167
2020-04-08,25175,11001,704
2020-04-08,25175,25473,42
2020-04-08,25175,25899,10
2020-04-08,25290,11001,49
2020-04-08,25473,11001,2438
2020-04-08,25473,25175,45
2020-04-08,25473,25754,267
2020-04-08,25754,11001,20315
2020-04-08,25754,25175,19
2020-04-08,25754,25473,269
2020-04-08,25899,25175,14
2020-04-08,47001,8001,11
2020-04-08,47001,47189,181
2020-04-08,47189,47001,189
2020-04-08,52001,52356,10
2020-04-08,52356,52001,19
2020-04-08,54001,54874,878
2020-04-08,54874,54001,869
2020-04-08,63001,66001,10
2020-04-08,66001,63001,11
2020-04-08,66001,76147,368
2020-04-08,68001,68276,1881
2020-04-08,68001,68307,2221
2020-04-08,68001,68547,428
2020-04-08,68276,68001,1883
2020-04-08,68276,68307,1888
2020-04-08,68276,68547,713
2020-04-08,68307,68001,2208
2020-04-08,68307,68081,13
2020-04-08,68307,68276,2011
2020-04-08,68307,68547,417
2020-04-08,68547,68001,420
2020-04-08,68547,68276,734
2020-04-08,68547,68307,367
2020-04-08,73001,11001,10
2020-04-08,73001,73268,36
2020-04-08,73268,73001,14
2020-04-08,76001,76109,28
2020-04-08,76001,76111,23
2020-04-08,76001,76520,1240
2020-04-08,76001,76892,1379
2020-04-08,76109,76001,21
2020-04-08,76111,76001,24
2020-04-08,76111,76834,85
2020-04-08,76147,66001,379
2020-04-08,76520,76001,1217
2020-04-08,76520,76892,118
2020-04-08,76834,76001,16
2020-04-08,76834,76111,88
2020-04-08,76892,76001,1384
2020-04-08,76892,76520,126
2020-04-09,5001,5088,3669
2020-04-09,5001,5129,463
2020-04-09,5001,5360,6436
2020-04-09,5001,11001,10
2020-04-09,5045,5837,103
2020-04-09,5088,5001,3276
2020-04-09,5088,5129,28
2020-04-09,5088,5360,503
2020-04-09,5129,5001,470
2020-04-09,5129,5088,24
2020-04-09,5129,5360,546
2020-04-09,5360,5001,6629
2020-04-09,5360,5088,688
2020-04-09,5360,5129,613
2020-04-09,5837,5045,73
2020-04-09,8001,8078,54
2020-04-09,8001,8296,92
2020-04-09,8001,8433,2264
2020-04-09,8001,8573,187
2020-04-09,8001,8638,57
2020-04-09,8078,8001,54
2020-04-09,8296,8001,65
2020-04-09,8296,8433,119
2020-04-09,8433,8001,1817
2020-04-09,8433,8296,74
2020-04-09,8433,8573,10
2020-04-09,8573,8001,194
2020-04-09,8573,8296,10
2020-04-09,8573,8433,10
2020-04-09,8638,8001,46
2020-04-09,11001,15001,14
2020-04-09,11001,25175,608
2020-04-09,11001,25290,56
2020-04-09,11001,25473,2114
2020-04-09,11001,25754,20677
2020-04-09,11001,50001,12
2020-04-09,11001,73001,12
2020-04-09,15001,15759,13
2020-04-09,15238,15759,10
2020-04-09,15759,15238,30
2020-04-09,23001,23162,131
2020-04-09,23162,23001,127
2020-04-09,25175,11001,577
2020-04-09,25175,25473,35
2020-04-09,25175,25754,19
2020-04-09,25290,11001,44
2020-04-09,25473,11001,1781
2020-04-09,25473,25175,30
2020-04-09,25473,25754,275
2020-04-09,25754,11001,14900
2020-04-09,25754,25175,10
2020-04-09,25754,25473,166
2020-04-09,47001,8001,13
2020-04-09,47001,47189,187
2020-04-09,47189,47001,177
2020-04-09,50001,11001,10
2020-04-09,52001,52356,30
2020-04-09,52356,52001,15
2020-04-09,54001,54874,728
2020-04-09,54874,54001,888
2020-04-09,66001,63001,11
2020-04-09,66001,76147,354
2020-04-09,68001,68276,1911
2020-04-09,68001,68307,2242
2020-04-09,68001,68547,450
2020-04-09,68081,68276,12
2020-04-09,68276,68001,1504
2020-04-09,68276,68307,1745
2020-04-09,68276,68547,718
2020-04-09,68307,68001,1879
2020-04-09,68307,68276,1771
2020-04-09,68307,68547,328
2020-04-09,68547,68001,327
2020-04-09,68547,68276,559
2020-04-09,68547,68307,306
2020-04-09,73001,73268,10
2020-04-09,73268,73001,14
2020-04-09,76001,76109,11
2020-04-09,76001,76111,33
2020-04-09,76001,76520,1169
2020-04-09,76001,76834,15
2020-04-09,76001,76892,991
2020-04-09,76109,76001,28
2020-04-09,76109,76111,13
2020-04-09,76111,76001,15
2020-04-09,76111,76520,12
2020-04-09,76111,76834,66
2020-04-09,76147,66001,284
2020-04-09,76520,76001,1011
2020-04-09,76520,76892,52
2020-04-09,76834,76111,46
2020-04-09,76892,76001,1250
2020-04-09,76892,76520,102
2020-04-10,5001,5088,2551
2020-04-10,5001,5129,233
2020-04-10,5001,5360,4004
2020-04-10,5045,5837,32
2020-04-10,5088,5001,2336
2020-04-10,5088,5360,313
2020-04-10,5129,5001,229
2020-04-10,5129,5088,11
2020-04-10,5129,5360,297
2020-04-10,5360,5001,4085
2020-04-10,5360,5088,379
2020-04-10,5360,5129,338
2020-04-10,5837,5045,23
2020-04-10,8001,8078,46
2020-04-10,8001,8296,57
2020-04-10,8001,8433,1534
2020-04-10,8001,8573,113
2020-04-10,8001,8638,21
2020-04-10,8078,8001,30
2020-04-10,8296,8001,53
2020-04-10,8296,8433,46
2020-04-10,8433,8001,1460
2020-04-10,8433,8296,79
2020-04-10,8573,8001,93
2020-04-10,8638,8001,12
2020-04-10,11001,25175,349
2020-04-10,11001,25290,11
2020-04-10,11001,25473,832
2020-04-10,11001,25754,11739
2020-04-10,23001,23162,115
2020-04-10,23162,23001,97
2020-04-10,25175,11001,332
2020-04-10,25290,11001,13
2020-04-10,25473,11001,753
2020-04-10,25473,25754,118
2020-04-10,25754,11001,10194
2020-04-10,25754,25473,85
2020-04-10,47001,47189,87
2020-04-10,47189,47001,96
2020-04-10,50001,11001,10
2020-04-10,54001,54874,566
2020-04-10,54874,54001,623
2020-04-10,66001,76147,224
2020-04-10,68001,68276,1214
2020-04-10,68001,68307,1362
2020-04-10,68001,68547,281
2020-04-10,68276,68001,1170
2020-04-10,68276,68307,1061
2020-04-10,68276,68547,455
2020-04-10,68307,68001,1267
2020-04-10,68307,68276,1162
2020-04-10,68307,68547,200
2020-04-10,68547,68001,225
2020-04-10,68547,68276,413
2020-04-10,68547,68307,157
2020-04-10,73001,73268,14
2020-04-10,76001,76520,621
2020-04-10,76001,76892,510
2020-04-10,76109,76001,10
2020-04-10,76111,76834,11
2020-04-10,76147,66001,220
2020-04-10,76520,76001,591
2020-04-10,76520,76892,10
2020-04-10,76892,76001,573
2020-04-10,76892,76520,12
2020-04-11,5001,5088,2301
2020-04-11,5001,5129,242
2020-04-11,5001,5360,4224
2020-04-11,5045,5837,10
2020-04-11,5088,5001,2594
2020-04-11,5088,5129,20
2020-04-11,5088,5360,428
2020-04-11,5129,5001,255
2020-04-11,5129,5360,353
2020-04-11,5360,5001,4043
2020-04-11,5360,5088,295
2020-04-11,5360,5129,309
2020-04-11,5837,5045,12
2020-04-11,8001,8078,36
2020-04-11,8001,8296,34
2020-04-11,8001,8433,1424
2020-04-11,8001,8573,104
2020-04-11,8078,8001,16
2020-04-11,8296,8001,60
2020-04-11,8296,8433,58
2020-04-11,8433,8001,1684
2020-04-11,8433,8296,67
2020-04-11,8573,8001,130
2020-04-11,8638,8001,28
2020-04-11,11001,25175,239
2020-04-11,11001,25473,791
2020-04-11,11001,25754,9830
2020-04-11,23001,23162,75
2020-04-11,23162,23001,83
2020-04-11,25175,11001,280
2020-04-11,25175,25754,11
2020-04-11,25473,11001,913
2020-04-11,25473,25175,11
2020-04-11,25473,25754,83
2020-04-11,25754,11001,12393
2020-04-11,25754,25175,15
2020-04-11,25754,25473,165
2020-04-11,25899,25175,10
2020-04-11,47001,47189,91
2020-04-11,47189,47001,106
2020-04-11,54001,54874,529
2020-04-11,54874,54001,484
2020-04-11,66001,17001,13
2020-04-11,66001,76147,208
2020-04-11,68001,68276,1077
2020-04-11,68001,68307,1193
2020-04-11,68001,68547,254
2020-04-11,68276,68001,1183
2020-04-11,68276,68307,1109
2020-04-11,68276,68547,394
2020-04-11,68307,68001,1252
2020-04-11,68307,68276,1028
2020-04-11,68307,68547,174
2020-04-11,68547,68001,291
2020-04-11,68547,68276,478
2020-04-11,68547,68307,203
2020-04-11,76001,76520,558
2020-04-11,76001,76892,652
2020-04-11,76111,76001,10
2020-04-11,76147,66001,256
2020-04-11,76520,76001,692
2020-04-11,76520,76892,10
2020-04-11,76834,76111,31
2020-04-11,76892,76001,464
2020-04-11,76892,76520,10
2020-04-12,5001,5088,3165
2020-04-12,5001,5129,295
2020-04-12,5001,5360,4872
2020-04-12,5088,5001,2944
2020-04-12,5088,5129,10
2020-04-12,5088,5360,382
2020-04-12,5129,5001,296
2020-04-12,5129,5088,38
2020-04-12,5129,5360,414
2020-04-12,5360,5001,5120
2020-04-12,5360,5088,488
2020-04-12,5360,5129,423
2020-04-12,8001,8078,32
2020-04-12,8001,8296,89
2020-04-12,8001,8433,1886
2020-04-12,8001,8573,161
2020-04-12,8001,8638,41
2020-04-12,8078,8001,26
2020-04-12,8296,8001,48
2020-04-12,8296,8433,57
2020-04-12,8433,8001,1586
2020-04-12,8433,8296,49
2020-04-12,8573,8001,118
2020-04-12,8638,8001,24
2020-04-12,11001,25175,343
2020-04-12,11001,25290,11
2020-04-12,11001,25473,1204
2020-04-12,11001,25754,14421
2020-04-12,15238,15759,11
2020-04-12,17001,66001,10
2020-04-12,23001,23162,120
2020-04-12,23162,23001,91
2020-04-12,25175,11001,328
2020-04-12,25175,25754,12
2020-04-12,25290,11001,11
2020-04-12,25473,11001,1101
2020-04-12,25473,25754,183
2020-04-12,25754,11001,12487
2020-04-12,25754,25473,126
2020-04-12,47001,47189,126
2020-04-12,47189,47001,115
2020-04-12,54001,54874,476
2020-04-12,54874,54001,506
2020-04-12,66001,76147,292
2020-04-12,68001,68276,1120
2020-04-12,68001,68307,1273
2020-04-12,68001,68547,273
2020-04-12,68276,68001,942
2020-04-12,68276,68307,1091
2020-04-12,68276,68547,477
2020-04-12,68307,68001,1129
2020-04-12,68307,68276,1149
2020-04-12,68307,68547,210
2020-04-12,68547,68001,241
2020-04-12,68547,68276,404
2020-04-12,68547,68307,192
2020-04-12,76001,76109,11
2020-04-12,76001,76111,11
2020-04-12,76001,76520,756
2020-04-12,76001,76892,546
2020-04-12,76111,76834,11
2020-04-12,76147,66001,266
2020-04-12,76520,76001,671
2020-04-12,76520,76892,22
2020-04-12,76892,76001,688
2020-04-12,76892,76520,20
2020-04-13,5001,5088,2856
2020-04-13,5001,5129,339
2020-04-13,5001,5360,5436
2020-04-13,5045,5837,23
2020-04-13,5088,5001,3484
2020-04-13,5088,5129,24
2020-04-13,5088,5360,602
2020-04-13,5129,5001,352
2020-04-13,5129,5360,486
2020-04-13,5360,5001,5133
2020-04-13,5360,5088,387
2020-04-13,5360,5129,425
2020-04-13,5837,5045,70
2020-04-13,8001,8078,10
2020-04-13,8001,8296,72
2020-04-13,8001,8433,1579
2020-04-13,8001,8573,148
2020-04-13,8078,8001,43
2020-04-13,8296,8001,86
2020-04-13,8296,8433,72
2020-04-13,8433,8001,2087
2020-04-13,8433,8296,73
2020-04-13,8573,8001,153
2020-04-13,8638,8001,44
